request_id,timestamp,team,user_id,provider,model_or_tool,usage_type,input_tokens,output_tokens,cost_usd,monthly_budget
67ed8f84-486c-4877-8ea3-10cad510e3f1,2026-03-25 18:54:00,Support,sup_016,Google,Gemini 3 Deep Think,chat,1754,169,0.0191,800
f91fea3e-fdd0-4486-b792-ac48a8d92465,2026-03-25 19:14:00,Engineering,eng_018,Anthropic,Claude Sonnet 4.6,code-gen,8390848,70447,25.7929,5500
71639272-0c0c-4153-84c5-64c9f474fba4,2026-03-25 20:42:00,Support,sup_016,OpenAI,GPT-5 nano,chat,2494,380,0.0003,800
e6e11c90-9287-40c4-ad49-dd1782f9fa1c,2026-03-25 21:11:00,Engineering,eng_018,OpenAI,GPT-5.5 Pro,code-gen,9946738,225202,320.0129,5500
ee985b01-093a-411c-a735-38c5982cc26f,2026-03-26 07:07:00,Sales,sal_005,OpenAI,o3,chat,2086,1938,0.0967,1800
8c14246c-530e-4c4d-9c72-47bffd45c521,2026-03-26 09:27:00,Engineering,eng_001,Anthropic,Claude Opus 4.7,completion,4268,4703,0.4098,5500
f419df3d-b5b4-44d4-959a-010429f5c5f7,2026-03-26 09:30:00,Marketing,mar_006,Meta,Llama 4 Behemoth,search,2343,210,0.0063,3500
e20e344a-b458-491b-ae91-98c9fa4cb3d4,2026-03-26 10:13:00,Support,sup_002,Google,Gemini 3 Deep Think,completion,4591,791,0.061,800
a4d29670-b5cb-4440-8335-fa6a9898abe5,2026-03-26 11:20:00,Finance,fin_001,Anthropic,Claude Sonnet 4.6,analysis,14434,2492,0.0793,1300
2da4f5a7-1772-4c03-83f7-916704de15d1,2026-03-26 12:42:00,Sales,sal_007,Anthropic,Claude Opus 4.6,chat,26031,3790,0.5308,1800
ec9b3ded-7a55-4361-8d6d-d19b7ebbb934,2026-03-26 14:48:00,Engineering,eng_007,OpenAI,GPT-5.4 Pro,code-gen,1080702,396358,47.1921,5500
9e2e1abf-3b57-46e5-a476-0e3b0657083d,2026-03-26 14:49:00,Sales,sal_010,Google,Gemini 3 Deep Think,chat,15995,2328,0.1991,1800
e7808f93-f032-4f7e-a4d3-3cb81846bbec,2026-03-27 08:52:00,Legal,leg_008,OpenAI,GPT-5.2 Pro,analysis,30415,2548,0.4792,2000
b1a7918d-42f7-465a-bee9-ef22bf867fd9,2026-03-27 20:33:00,Sales,sal_003,Anthropic,Claude Opus 4.6,analysis,3502233,162478,50.9142,1800
f1bcaf67-b88a-4af1-9a0e-18a481cfeb36,2026-03-27 21:33:00,Finance,fin_003,Qwen,Qwen3-Max,analysis,568211,122794,1.2501,1300
8ea5b233-2408-473b-976e-b53e39a78fd2,2026-03-27 21:59:00,Marketing,mar_004,OpenAI,GPT-4o,chat,3542,1890,0.0453,3500
608c05f4-3b2d-40a1-a8aa-25fc926c3302,2026-03-28 07:45:00,Engineering,eng_025,Mistral,Mistral Large 3,summarization,10000000,232086,31.555,5500
6e1748d7-2f95-4203-a6ec-7b4eca2ac210,2026-03-28 08:43:00,Product,pro_008,Google,Gemini 3 Pro,summarization,10000000,122550,25.7892,4000
a5795fd3-1c37-49a2-825d-5e4e26fef63e,2026-03-28 09:47:00,Engineering,eng_022,Anthropic,Claude Sonnet 4.6,analysis,615704,87636,3.1091,5500
91220ad2-ded6-4cf6-aba8-a86346aac3d3,2026-03-28 20:24:00,HR,hr_003,Anthropic,Claude Opus 4.6,completion,2897,1087,0.0983,600
32b7a111-4136-4fc5-a93b-5f5f3c52dc73,2026-03-29 07:36:00,Marketing,mar_004,OpenAI,GPT-4o,completion,11798,2789,0.0991,3500
9665b5f1-72ad-4551-a490-9306e49a1fc9,2026-03-29 08:18:00,Product,pro_001,DeepSeek,DeepSeek V4 Flash,code-gen,4874,4948,0.0036,4000
fcc6a28a-f971-4f57-8d42-2aa74a4b9f61,2026-03-29 08:31:00,Marketing,mar_008,Anthropic,Claude Opus 4.6,chat,1558,458,0.0454,3500
9bf70c9a-6fc0-418d-b279-b007ebfeaf1e,2026-03-29 15:14:00,Support,sup_015,OpenAI,GPT-5 nano,chat,6774,2621,0.0014,800
0d375d96-f580-4a63-ba53-006c9f438d08,2026-03-29 16:03:00,Support,sup_003,Anthropic,Claude Haiku,completion,514,1439,0.0061,800
193c142b-dbb2-4640-8a63-489b7ba4f876,2026-03-29 17:08:00,Engineering,eng_008,Mistral,Mistral 3 3B,code-gen,33843,3858,0.0027,5500
cbd2595f-f2ff-4f6f-a2e6-10db898def07,2026-03-29 17:24:00,Engineering,eng_008,Anthropic,Claude Sonnet 4.6,code-gen,10000000,80731,30.6918,5500
acaa44f5-bd89-4c8f-9553-34f3da5bfd7b,2026-03-29 17:43:00,Sales,sal_007,OpenAI,GPT-5.5,code-gen,3318429,266496,64.6722,1800
468fb709-5808-4059-b3e4-f3bf671f3dd1,2026-03-29 18:18:00,Engineering,eng_004,OpenAI,GPT-5.4 Pro,completion,1751814,113405,39.0374,5500
6830b1f7-6aad-45d5-ab2a-6697897099ee,2026-03-29 20:20:00,HR,hr_003,DeepSeek,DeepSeek R1,chat,3955,2482,0.0075,600
562d24ba-955e-47e8-81f5-e3773fdf40bc,2026-03-30 07:18:00,Engineering,eng_018,Google,Gemini 3 Pro,summarization,2767168,150209,8.2799,5500
a2615ffb-8454-445d-bade-cf85e9750dff,2026-03-30 09:08:00,Marketing,mar_004,OpenAI,GPT-5.5,completion,6778,809,0.1477,3500
6fe4d87c-313b-47df-8613-9d5831742288,2026-03-30 09:53:00,Sales,sal_001,OpenAI,GPT-5.5 Pro,chat,2306,3323,0.4602,1800
c18ddfcc-43ec-4023-aef9-f9b178750113,2026-03-30 11:09:00,Support,sup_007,Anthropic,Claude Haiku,chat,1742,152,0.002,800
a6d58db5-d96d-489e-a0f4-12ba0fab243b,2026-03-30 11:30:00,Marketing,mar_007,OpenAI,GPT-5.4,completion,2634,465,0.0354,3500
6d7cd31a-0180-4efc-8ff4-1a90631015a4,2026-03-30 14:21:00,Support,sup_020,Google,Gemini 3 Pro,chat,2213,565,0.011,800
af970a9b-a949-4e0c-ab01-9bd1d048b43d,2026-03-30 16:43:00,Legal,leg_007,Anthropic,Claude Opus 4.6,code-gen,1417281,58493,20.1757,2000
0c5b8451-fbf6-4e21-9bcc-90d4614e6e21,2026-03-30 18:07:00,Support,sup_005,Anthropic,Claude Haiku,chat,809,386,0.0022,800
fcb0383f-4aa5-4d08-a254-e65e9d200548,2026-03-30 21:04:00,Sales,sal_004,xAI,Grok 4.3,chat,12050,937,0.0777,1800
f36d1ec1-dd1b-4a4d-9074-8c4b147f0cc8,2026-03-30 21:21:00,Support,sup_020,Google,Gemini 3 Pro,chat,1397,2340,0.0264,800
ad6f15a5-cd25-42ce-8d6c-a7179a2ab4a4,2026-03-31 07:39:00,Support,sup_006,Amazon,Nova Act,analysis,28882,15942,0.0273,800
98bd7d96-f217-4064-b5a4-2e32cab11ee8,2026-03-31 09:20:00,Product,pro_009,OpenAI,GPT-5 nano,chat,4674,15000,0.0051,4000
cb7873a8-bdc7-436a-b3c3-600e9d91d56d,2026-03-31 10:29:00,Product,pro_012,Qwen,Qwen-Coder,completion,16274,5936,0.0157,4000
ca16bf5e-0414-4bb4-9c2a-8fe772fc2112,2026-03-31 10:36:00,Sales,sal_009,Google,Gemini 3 Deep Think,chat,12247,1275,0.1365,1800
7551f084-9317-4b5b-bce9-a1cd04855b3f,2026-03-31 13:06:00,Marketing,mar_005,Anthropic,Claude Opus 4.7,chat,11941,952,0.2463,3500
e6b9a6c9-0429-467c-8aaf-f9c8f1b62681,2026-03-31 13:07:00,Engineering,eng_016,OpenAI,GPT-5.4 Pro,summarization,1601317,149719,38.9447,5500
e61e4529-4d2e-4f91-8a57-c7c9d7e26c5c,2026-03-31 15:05:00,Engineering,eng_013,Anthropic,Claude Sonnet 4.6,analysis,2026500,72253,7.0441,5500
f847d062-5e53-44ba-89fa-2e2b3c1b01a4,2026-03-31 15:35:00,Sales,sal_014,xAI,Grok 4.3,analysis,16628,14682,0.3705,1800
516b8757-1b14-4f9f-a731-f112b0cd5af7,2026-03-31 16:36:00,Support,sup_010,Amazon,Nova Act,search,1244,164,0.0006,800
ea67affc-abe9-4a92-8faf-520e8f1576ea,2026-03-31 17:04:00,HR,hr_003,OpenAI,GPT-5.5 Pro,chat,649,5626,0.683,600
d9f70cb6-cda7-475b-8ef2-9a05eb15aa7d,2026-03-31 19:33:00,Product,pro_015,Anthropic,Claude Haiku,chat,3476,4472,0.0203,4000
f7886358-e910-4737-b017-4a07bcb68654,2026-03-31 21:25:00,Finance,fin_003,OpenAI,GPT-4.1,summarization,43704,1117,0.1421,1300
c5baf70e-43e4-4e27-9654-f8451ae2f007,2026-03-31 21:37:00,Engineering,eng_004,xAI,Grok 4.3,code-gen,7953000,248696,43.9947,5500
f07d85db-8536-4275-b477-e0b06643c179,2026-04-01 13:12:00,Support,sup_009,OpenAI,GPT-5.4,search,1690,179,0.0189,800
62ce4495-7d8e-424f-b1bf-d47aedec3d6b,2026-04-01 13:28:00,Legal,leg_007,Anthropic,Claude Opus 4.6,summarization,37983,1456,0.5341,2000
fdf4de20-5065-48f8-97a1-e0864f1a1f52,2026-04-01 13:39:00,Marketing,mar_003,OpenAI,o3-pro,embedding,278,0,0.0055,3500
1b1165e9-72c9-4408-afca-61e15595c60f,2026-04-01 15:16:00,Support,sup_014,DeepSeek,DeepSeek V4 Pro,chat,4374,1232,0.0079,800
2cea9429-a146-4067-aa25-a842bdf637aa,2026-04-01 15:22:00,Legal,leg_003,OpenAI,GPT-5.5,summarization,1890988,124734,35.2525,2000
069485fd-dcc9-4ad0-a35f-6dfc246c4727,2026-04-01 18:45:00,Sales,sal_011,OpenAI,GPT-5.2 Pro,analysis,26864,8788,0.7318,1800
248f9eb6-6855-40dc-af2e-2a08d360abb1,2026-04-01 19:35:00,Product,pro_013,OpenAI,GPT-4.1 mini,analysis,80000,2288,0.0351,4000
e5fd6a14-bd1a-44e4-875e-b66050914528,2026-04-02 07:02:00,Engineering,eng_003,Anthropic,Claude Haiku,completion,4602,843,0.0069,5500
4a823d6e-ae91-46c8-86e0-390abb81238a,2026-04-02 07:35:00,Product,pro_011,Anthropic,Claude Opus 4.7,summarization,48287,1241,0.8038,4000
3e8fe859-95da-4c0c-8b5f-884ec384b578,2026-04-02 10:23:00,Support,sup_002,Anthropic,Claude Haiku,chat,979,308,0.002,800
f828c13c-cd5e-4f2a-8739-dbda202b4fb0,2026-04-02 10:37:00,Marketing,mar_001,OpenAI,GPT-5.5,completion,109818,58438,5.0678,3500
41d754b7-b208-4411-8094-c4dd2616eec0,2026-04-02 11:19:00,Finance,fin_003,OpenAI,GPT-5.4 Pro,analysis,798120,71505,19.1899,1300
56e1f0ec-492a-4fa9-b00d-653b2141841b,2026-04-02 11:36:00,Engineering,eng_015,Anthropic,Claude Sonnet 4.6,summarization,4599843,161983,15.9593,5500
11803610-608d-4c81-bf24-556f7fa68922,2026-04-02 12:18:00,Marketing,mar_005,OpenAI,GPT-5.4 Pro,analysis,7931,2305,0.3036,3500
7e196e75-90b1-4613-9363-831492bf2398,2026-04-02 12:37:00,Product,pro_011,OpenAI,GPT-5.5,summarization,7129187,386889,127.9861,4000
72172a14-6171-4e99-96d2-9a5433024ba0,2026-04-02 14:17:00,Marketing,mar_008,OpenAI,GPT-5.4,summarization,35323,2721,0.3635,3500
61531c1f-07b7-4a82-8fee-35868edba252,2026-04-02 15:48:00,HR,hr_006,OpenAI,GPT-5.2 Pro,completion,4473,1553,0.1261,600
cb3bb290-753d-4adc-bd9a-a8ae481532c4,2026-04-02 16:43:00,Support,sup_016,Anthropic,Claude Sonnet 4.6,chat,776,4118,0.063,800
5eba5d61-f853-42b6-a314-f60df5c1e5cf,2026-04-02 18:37:00,Legal,leg_001,OpenAI,GPT-5.5,analysis,503207,107235,13.7496,2000
5107822b-9cad-4bfd-bb8e-c9e04d722b04,2026-04-02 19:41:00,HR,hr_006,OpenAI,GPT-5.1,search,1327,84,0.0065,600
63f720fc-d591-4f88-af26-b3df2c0e78dd,2026-04-02 20:34:00,HR,hr_001,OpenAI,GPT-4o,completion,1074,4395,0.0701,600
d301c04d-e9cf-4139-93f2-fab9221b75d4,2026-04-02 20:53:00,Finance,fin_002,OpenAI,GPT-5.4 Pro,completion,954972,112527,24.8707,1300
0ac74416-b623-47d2-9b00-e39a28390514,2026-04-03 07:18:00,Support,sup_019,Meta,Llama 4 Scout,summarization,82069,1163,0.0171,800
a53df974-7f57-4b9f-9dd4-7b90e07d84c7,2026-04-03 08:18:00,Product,pro_013,Anthropic,Claude Opus 4.6,code-gen,1800681,583141,55.6551,4000
a5b4b394-4c08-417d-a38c-b2ce0c4bc2ea,2026-04-03 13:35:00,Support,sup_018,Anthropic,Claude Haiku,chat,1288,3183,0.0135,800
d565a555-15d0-4c1b-bbf3-db0a64846e18,2026-04-03 14:46:00,Support,sup_017,OpenAI,GPT-5.2 Pro,search,347,67,0.0073,800
d348871f-2269-429b-8415-d28c10d58104,2026-04-03 14:48:00,Engineering,eng_002,Qwen,Qwen3-VL,completion,794,3744,0.0109,5500
a69d7597-8241-4096-9682-5946c46844ec,2026-04-03 18:28:00,Support,sup_006,Anthropic,Claude Haiku,summarization,31151,2082,0.0327,800
182f8931-a2bf-4842-ac7e-b4a2ddd04c4a,2026-04-03 18:33:00,Engineering,eng_021,xAI,Grok 4.3,analysis,4361287,145152,24.2984,5500
69d04017-bf93-4e96-9927-711d99b45f1b,2026-04-04 07:18:00,Engineering,eng_006,Google,Gemini 3 Pro,analysis,525593,260443,3.8532,5500
71666dff-2641-451c-a650-bdb68e061588,2026-04-04 08:20:00,Support,sup_016,Anthropic,Claude Haiku,completion,2415,2797,0.0129,800
fe761f68-97bc-4159-ba14-c9cad8077c89,2026-04-04 08:25:00,Sales,sal_009,Anthropic,Claude Opus 4.7,completion,4370,1318,0.1617,1800
420f9745-aa5f-4898-a78f-bebc0cc418ca,2026-04-04 09:31:00,HR,hr_003,OpenAI,o3-pro,chat,3638,1770,0.2108,600
d69c725c-b66d-47fc-8c53-a06f33266aea,2026-04-04 12:15:00,Engineering,eng_012,Anthropic,Claude Opus 4.7,summarization,1492161,425173,53.3676,5500
5444738d-59b9-4456-802d-539e66de2ecc,2026-04-04 12:28:00,Support,sup_003,OpenAI,GPT-5 nano,chat,1062,873,0.0004,800
482c8ddd-8c40-4c90-a407-1a4dba7db85d,2026-04-04 14:55:00,Sales,sal_003,Anthropic,Claude Opus 4.6,completion,1487,1204,0.0886,1800
4d623094-e12b-4988-b487-3d21a6677f17,2026-04-04 15:07:00,Engineering,eng_013,Mistral,Mistral 3 3B,completion,4972,6688,0.0015,5500
331e4637-cb02-4d3a-9eb3-f3e31b316b87,2026-04-04 16:19:00,Support,sup_022,Anthropic,Claude Opus 4.7,search,841,116,0.021,800
d13d7b53-e3b5-4e36-8d2d-bd8b5f3595ed,2026-04-05 07:20:00,Support,sup_019,Anthropic,Claude Haiku,completion,467,178,0.0011,800
98bfb33d-e15e-401d-ba24-1b02513e210a,2026-04-05 11:50:00,Support,sup_004,Anthropic,Claude Haiku,summarization,8697,991,0.0107,800
e4bb7b5d-4173-4b66-a58f-72d2368ffbdb,2026-04-05 12:19:00,Sales,sal_006,OpenAI,GPT-4.1 mini,summarization,43780,3083,0.0221,1800
60b62936-c136-4925-9348-e1aca2a42b9f,2026-04-05 12:38:00,Engineering,eng_005,OpenAI,GPT-5.4 Pro,summarization,4065822,72387,77.0925,5500
ed495df8-3960-40f1-a547-8479f93be4c6,2026-04-05 17:34:00,Support,sup_018,Google,Gemini 3 Deep Think,chat,2310,514,0.0343,800
e5124cbd-c374-41a0-a405-2bd2bf9f209e,2026-04-05 17:47:00,Engineering,eng_008,OpenAI,GPT-5.5,analysis,3104919,70003,49.9293,5500
a7daa563-46ac-46c0-a725-2f5f6470dfc4,2026-04-05 19:26:00,Product,pro_001,Meta,Llama 4 Behemoth,completion,7548196,89326,15.548,4000
f7f432ec-efb6-49b3-b8fe-7481580ac113,2026-04-05 19:34:00,Sales,sal_003,Anthropic,Claude Opus 4.6,summarization,20230,1950,0.3538,1800
b9236467-597b-4643-9a82-16a64039bd7e,2026-04-05 21:16:00,Support,sup_018,Amazon,Nova Act,search,994,123,0.0004,800
aff5eef5-9ec0-4121-9a24-e306bd3fb7b8,2026-04-05 21:49:00,Legal,leg_003,Anthropic,Claude Sonnet 4.6,summarization,571198,123484,3.5065,2000
913a5773-f62b-4ea6-9da8-b5dbc6dd4cf1,2026-04-06 07:57:00,Sales,sal_015,OpenAI,GPT-4.1 mini,embedding,332,0,0.0001,1800
b43ef56e-737e-47c1-9a48-a7e4c2b21952,2026-04-06 08:20:00,Legal,leg_006,OpenAI,GPT-4o,summarization,17818,2465,0.124,2000
163a557e-e44a-4eb9-84e3-11b3dfe89603,2026-04-06 12:09:00,Engineering,eng_010,Google,Gemini 3 Pro,summarization,8309335,265261,23.0363,5500
2b98e59b-7b92-4dc5-9d5f-d0f57fe91ede,2026-04-06 12:44:00,Product,pro_012,Meta,Llama 4 Behemoth,code-gen,1598191,1079943,11.639,4000
10551bba-72d6-4b29-acac-42939e63e9f1,2026-04-06 13:46:00,Finance,fin_003,Anthropic,Claude Opus 4.7,chat,9759,1271,0.2377,1300
6d08648f-afeb-4dc8-a1de-7bd76fd5c46b,2026-04-06 13:52:00,Engineering,eng_024,Qwen,Qwen3-Max,code-gen,5621066,588570,9.4112,5500
8548caaf-e8f9-491c-ba97-aae909de9806,2026-04-06 15:20:00,Product,pro_006,OpenAI,GPT-5.5 Pro,analysis,2106305,98663,73.7806,4000
5e4816cb-6dff-461a-9201-c2144940fd56,2026-04-06 17:22:00,Engineering,eng_015,Anthropic,Claude Sonnet 4.6,code-gen,309434,401304,6.8323,5500
748ad4b9-2cf4-4cb1-9248-8be733bb334e,2026-04-06 17:28:00,Sales,sal_003,Anthropic,Claude Opus 4.7,chat,6611,1243,0.1892,1800
89dcd6d1-dd09-4f46-b0e3-9028bcebbd76,2026-04-06 19:19:00,Support,sup_002,Anthropic,Claude Haiku,chat,2905,444,0.004,800
cc57b0b9-ba68-423a-8c2e-8475fede02f1,2026-04-06 20:57:00,Marketing,mar_001,OpenAI,GPT-5.4,completion,4363,1128,0.0698,3500
c0034181-b1e6-4f7c-985b-c50e6300e048,2026-04-07 07:32:00,Marketing,mar_009,OpenAI,GPT-5.1,summarization,44240,1556,0.1985,3500
d2eb41aa-5090-4a2a-b2ad-fcf967644278,2026-04-07 08:56:00,Engineering,eng_009,Anthropic,Claude Haiku,chat,2904,626,0.0047,5500
fb200802-fb29-4941-b367-4f74c4ef8335,2026-04-07 10:31:00,Support,sup_013,Mistral,Mistral 3 14B,chat,7086,591,0.0044,800
2d0dd38c-df48-45e5-af90-c9074d760e4d,2026-04-07 10:41:00,Sales,sal_004,Anthropic,Claude Sonnet 4.6,analysis,18420,8101,0.1738,1800
cabfcf5b-db86-492c-976e-cae3e21a3be1,2026-04-07 13:41:00,Sales,sal_011,OpenAI,GPT-4.1 mini,completion,10023,1081,0.0056,1800
f6b0564b-539f-40be-a161-a3a3f7b712e3,2026-04-07 15:59:00,Engineering,eng_007,Anthropic,Claude Sonnet 4.6,code-gen,10000000,188791,32.2857,5500
aba30502-e166-4c85-8e09-7822b6de85bf,2026-04-07 16:50:00,Engineering,eng_001,OpenAI,GPT-5.5 Pro,summarization,272717,171841,28.3233,5500
c31274ee-c071-48c9-9809-ab4fe3fb0b1c,2026-04-07 17:48:00,Engineering,eng_010,OpenAI,GPT-5.5 Pro,analysis,2536487,546312,139.2957,5500
3f13ef11-1b66-4428-b0f2-04abca2d81e1,2026-04-07 19:59:00,Engineering,eng_009,Anthropic,Claude Opus 4.7,analysis,3154775,39569,49.4527,5500
ef165f66-176e-4f2b-8d94-5cd7b2bfba12,2026-04-07 20:34:00,Marketing,mar_006,OpenAI,GPT-5.2,summarization,28569,1117,0.1949,3500
43ca5e5d-ef83-4cc2-801e-d7bbd6ad0e81,2026-04-08 08:32:00,Marketing,mar_011,Anthropic,Claude Haiku,summarization,33190,584,0.0284,3500
ec2c0ab8-e6dc-40ae-8c07-82b36343d19b,2026-04-08 09:15:00,Engineering,eng_014,Amazon,Nova Pro,code-gen,11406,4927,0.0551,5500
73c2ec36-81a5-4bdd-96f9-b3ccd2a89ae0,2026-04-08 12:24:00,Product,pro_013,Google,Gemini 3 Pro,completion,4459,1050,0.0213,4000
9a54b525-58b2-4dc4-8792-8d2e281c9940,2026-04-08 12:53:00,Product,pro_013,Anthropic,Claude Haiku,summarization,26324,945,0.0244,4000
cbacd546-1529-4512-8435-e8de8dfcd287,2026-04-08 14:24:00,Support,sup_010,Anthropic,Claude Haiku,chat,1268,296,0.0022,800
48748e7b-12c4-4538-a336-327d70102b8b,2026-04-08 15:18:00,Marketing,mar_007,OpenAI,GPT-5.5 Pro,chat,3034,388,0.1353,3500
737cfd5d-6d26-408e-af58-968ab8078ce4,2026-04-08 16:08:00,Sales,sal_003,Anthropic,Claude Sonnet 4.6,analysis,23832,5149,0.1463,1800
6fd679a3-c33e-4e39-bd08-475b3d633779,2026-04-08 16:19:00,Support,sup_015,Meta,Llama 4 Maverick,search,354,153,0.0005,800
c7514064-8e9d-48b4-9851-cf3ececd27d6,2026-04-08 17:50:00,Support,sup_005,OpenAI,GPT-5 mini,chat,1528,677,0.0017,800
e095c9fb-9ae1-4ee0-8e16-e3ed8d671f32,2026-04-08 18:33:00,Engineering,eng_016,OpenAI,GPT-5.4,completion,3501,1501,0.0748,5500
45c8957f-1553-4940-9698-0b3632341074,2026-04-08 19:41:00,Product,pro_012,Google,Gemini 3 Deep Think,analysis,10848,5578,0.2609,4000
71645939-9e86-48e0-8942-2343d6fd68ab,2026-04-08 21:44:00,HR,hr_006,Anthropic,Claude Haiku,completion,4376,2456,0.0131,600
3ac96c33-23ca-4c8d-a720-6a734c2ea779,2026-04-09 07:02:00,Sales,sal_009,Anthropic,Claude Haiku,search,260,105,0.0006,1800
7cf52be8-0519-405a-97ca-cd8524b15a1a,2026-04-09 08:35:00,Legal,leg_001,OpenAI,GPT-5.4 Pro,summarization,17054,1262,0.3912,2000
021c0f92-cfc1-4626-9f4e-712c83f3e9aa,2026-04-09 08:52:00,Engineering,eng_016,xAI,Grok 4.3,analysis,1131440,40837,6.3662,5500
f5711a72-484c-4eaf-b1c5-f9c45b24ef38,2026-04-09 10:07:00,Marketing,mar_009,OpenAI,GPT-5 mini,completion,3774,490,0.0023,3500
82c2919a-ba13-4e80-b3ce-bee1f77caf4b,2026-04-09 10:33:00,Engineering,eng_017,OpenAI,GPT-4.1 mini,code-gen,9241,18876,0.0333,5500
e0a07589-1528-4cb4-bab4-6d026adf051a,2026-04-09 12:15:00,Sales,sal_009,Meta,Llama 4 Scout,summarization,100000,1041,0.0205,1800
0c833c8f-92e7-4d6e-8a0b-0a330ddf72b5,2026-04-09 17:28:00,Legal,leg_005,OpenAI,GPT-5.4,chat,9394,6646,0.283,2000
18f87aa6-7df7-46a9-aafa-6627f782b73e,2026-04-09 17:45:00,Engineering,eng_011,Meta,Llama 4 Behemoth,code-gen,25940,6939,0.1056,5500
77890573-f22d-414b-8122-9c84e4270e7d,2026-04-09 18:18:00,Support,sup_011,Amazon,Nova 2,chat,312,766,0.0027,800
23d6f3d0-8d7c-4d0b-9a39-b0d7f076b9c2,2026-04-09 18:29:00,Engineering,eng_018,DeepSeek,DeepSeek V4 Pro,summarization,6810026,149564,7.138,5500
1314ae94-3772-43c9-81db-89e1a5ec1f42,2026-04-09 18:38:00,Support,sup_020,Google,Gemini 3 Pro,chat,1617,1437,0.0181,800
9c7641f0-bec5-40db-b539-674b37dfd293,2026-04-09 19:01:00,Engineering,eng_006,Anthropic,Claude Haiku,analysis,80000,3389,0.0763,5500
91da9229-76eb-4225-bc5e-a89e63a2fc2a,2026-04-09 20:29:00,Finance,fin_008,OpenAI,GPT-5.5 Pro,analysis,6886242,190944,225.6828,1300
e03a2b5b-2591-4dc7-8432-3a1a16a965d3,2026-04-09 21:21:00,Support,sup_022,OpenAI,GPT-4o mini,chat,329,312,0.0002,800
a250dd14-7e0d-4d8e-95f2-4769394b56d3,2026-04-10 07:42:00,Finance,fin_003,Anthropic,Claude Opus 4.7,analysis,3560441,229620,69.4532,1300
f67a15af-1f25-4d56-8c57-fad033fd9397,2026-04-10 08:05:00,Engineering,eng_007,Anthropic,Claude Haiku,analysis,15914,3191,0.0251,5500
c130cd48-fcc0-48d7-84e9-4fd7309a87f1,2026-04-10 08:07:00,Finance,fin_004,Meta,Llama 4 Behemoth,analysis,1280050,90882,3.2325,1300
3de58382-3926-4024-955f-8e62e39a92e1,2026-04-10 09:32:00,Sales,sal_008,Google,Gemini 3 Deep Think,chat,14238,2787,0.1997,1800
c04a8baf-fec1-4184-b924-1364c84a8832,2026-04-10 11:13:00,Marketing,mar_001,OpenAI,GPT-4o,chat,3095,2089,0.046,3500
55868aa5-10d7-44c3-9e66-d33fc7a1c481,2026-04-10 12:16:00,Product,pro_001,Anthropic,Claude Haiku,chat,3609,644,0.0054,4000
4bb7045f-cc4f-426a-9507-a3fb2e6665a4,2026-04-10 12:56:00,Engineering,eng_025,Anthropic,Claude Opus 4.7,analysis,2466558,376758,64.1697,5500
280df988-4422-49f3-9550-eb343f4843b1,2026-04-10 13:15:00,Product,pro_013,OpenAI,GPT-4o mini,summarization,25720,2022,0.005,4000
518732ff-47ec-4ecc-a0d6-8de8ba847147,2026-04-10 14:43:00,Marketing,mar_012,Anthropic,Claude Opus 4.6,summarization,36680,1020,0.493,3500
c42a980e-1b81-490e-be07-c53141122623,2026-04-10 17:09:00,Sales,sal_001,Google,Gemini 3 Deep Think,code-gen,252598,169171,7.3106,1800
9127107d-7619-4bff-9aeb-ef3fd257ef4c,2026-04-10 17:21:00,Sales,sal_014,OpenAI,GPT-5.3 Instant,summarization,38231,1477,0.0868,1800
4e2e3d2b-4ad9-4cf7-b623-86ab8fa53eb3,2026-04-10 17:55:00,Support,sup_013,OpenAI,GPT-4o mini,chat,7118,1536,0.002,800
451bbf40-4f3c-4034-9f08-eb49b65180aa,2026-04-10 18:32:00,Legal,leg_008,Anthropic,Claude Opus 4.7,completion,914970,95477,20.5379,2000
51e8c684-cb23-4dae-81cb-4c7c9412391c,2026-04-10 18:37:00,Support,sup_003,Amazon,Nova 2,chat,2188,839,0.0044,800
55500a40-878b-4aef-9813-0885e2d0c80f,2026-04-10 18:55:00,Support,sup_001,OpenAI,GPT-4.1 mini,chat,4926,544,0.0028,800
5730a834-dcea-4563-974d-2e5087d799ce,2026-04-10 19:03:00,Support,sup_014,DeepSeek,DeepSeek R1,chat,1865,564,0.0022,800
e1b129fc-5d71-4993-8f68-b986762279c6,2026-04-10 19:04:00,Engineering,eng_005,Meta,Llama 4 Behemoth,summarization,2044634,294178,6.3355,5500
e9daed40-44cb-4076-a218-08d35d4b41f1,2026-04-10 19:47:00,HR,hr_005,Meta,Llama 4 Behemoth,summarization,87086,812,0.1777,600
e6b043fd-95e9-4cfc-a2d8-b37769943f4d,2026-04-10 21:01:00,Sales,sal_007,OpenAI,GPT-5.4 Pro,analysis,1439111,125911,34.3879,1800
df2917bd-51f8-4c27-b0d6-1ed7098ef911,2026-04-10 21:28:00,Support,sup_018,OpenAI,GPT-5 mini,chat,4129,418,0.0023,800
251fa310-17ef-470c-8a9d-801cd668cf1c,2026-04-11 07:08:00,Marketing,mar_007,Google,Gemini 3 Pro,chat,6606,1973,0.0356,3500
d322221f-72b7-47a7-b0d5-92680624bad5,2026-04-11 08:15:00,Sales,sal_004,OpenAI,GPT-5.4 Pro,chat,2406,757,0.0962,1800
